edadDias,SD3negPEF,SD2negPEF,SD1negPEF,SD0PEF,SD1PEF,SD2PEF,SD3PEF,SD3negPEM,SD2negPEM,SD1negPEM,SD0PEM,SD1PEM,SD2PEM,SD3PEM,SD3negTEF,SD2negTEF,SD1negTEF,SD0TEF,SD1TEF,SD2TEF,SD3TEF,SD3negTEM,SD2negTEM,SD1negTEM,SD0TEM,SD1TEM,SD2TEM,SD3TEM,SD3negIEF,SD2negIEF,SD1negIEF,SD0IEF,SD1IEF,SD2IEF,SD3IEF,SD3negIEM,SD2negIEM,SD1negIEM,SD0IEM,SD1IEM,SD2IEM,SD3IEM,Rotulo,SD15negPEF,SD15negPEM,SD15PEF,SD15PEM,SD15negTEF,SD15negTEM,SD15TEF,SD15TEM,SD15negIEF,SD15negIEM,SD15IEF,SD15IEM
678,7.817,8.757,9.847,11.110,12.600,14.360,16.450,8.406,9.413,10.540,11.800,13.220,14.810,16.580,75.452,78.587,81.723,84.858,87.994,91.129,94.265,77.444,80.395,83.345,86.295,89.246,92.196,95.147,12.168,13.133,14.225,15.467,16.888,18.526,20.428,12.720,13.637,14.665,15.825,17.142,18.646,20.376,NULL,9.302,9.976,13.480,14.015,80.155,81.870,89.561,90.721,13.679,14.151,17.707,17.894
679,7.822,8.762,9.853,11.120,12.610,14.370,16.460,8.410,9.418,10.540,11.810,13.230,14.810,16.590,75.479,78.615,81.752,84.888,88.025,91.162,94.298,77.465,80.418,83.372,86.325,89.278,92.231,95.184,12.167,13.133,14.224,15.465,16.886,18.524,20.426,12.719,13.635,14.663,15.823,17.140,18.644,20.374,NULL,9.307,9.979,13.490,14.020,80.183,81.895,89.594,90.754,13.678,14.149,17.705,17.892
680,7.827,8.768,9.859,11.130,12.620,14.380,16.470,8.415,9.423,10.550,11.810,13.230,14.820,16.600,75.503,78.642,81.780,84.919,88.057,91.196,94.335,77.489,80.444,83.399,86.354,89.309,92.264,95.219,12.167,13.132,14.223,15.464,16.885,18.522,20.425,12.718,13.634,14.662,15.821,17.138,18.641,20.371,NULL,9.313,9.986,13.500,14.025,80.211,81.921,89.626,90.787,13.678,14.148,17.703,17.890
681,7.832,8.773,9.865,11.130,12.630,14.390,16.480,8.419,9.428,10.550,11.820,13.240,14.830,16.620,75.527,78.668,81.808,84.949,88.090,91.230,94.371,77.513,80.470,83.427,86.384,89.341,92.298,95.254,12.166,13.131,14.222,15.463,16.883,18.520,20.423,12.717,13.632,14.660,15.820,17.136,18.639,20.370,NULL,9.319,9.989,13.510,14.035,80.238,81.948,89.660,90.820,13.677,14.146,17.701,17.887
682,7.836,8.778,9.871,11.140,12.640,14.400,16.490,8.424,9.433,10.560,11.830,13.250,14.840,16.630,75.552,78.694,81.837,84.979,88.122,91.264,94.407,77.537,80.496,83.454,86.413,89.372,92.331,95.289,12.165,13.130,14.220,15.461,16.882,18.519,20.421,12.716,13.631,14.658,15.818,17.134,18.637,20.367,NULL,9.325,9.996,13.520,14.045,80.266,81.975,89.693,90.852,13.675,14.145,17.701,17.886
683,7.841,8.783,9.877,11.150,12.640,14.410,16.500,8.428,9.438,10.570,11.830,13.260,14.850,16.640,75.578,78.722,81.866,85.009,88.153,91.297,94.440,77.561,80.521,83.482,86.442,89.403,92.364,95.324,12.164,13.129,14.219,15.460,16.880,18.517,20.419,12.714,13.630,14.657,15.816,17.132,18.635,20.365,NULL,9.330,10.004,13.525,14.055,80.294,82.001,89.725,90.883,13.674,14.143,17.698,17.884
684,7.846,8.789,9.883,11.150,12.650,14.420,16.510,8.432,9.443,10.570,11.840,13.260,14.860,16.650,75.603,78.748,81.894,85.039,88.185,91.331,94.476,77.584,80.547,83.509,86.472,89.434,92.397,95.359,12.164,13.128,14.218,15.458,16.878,18.516,20.418,12.713,13.628,14.655,15.814,17.129,18.632,20.362,NULL,9.336,10.007,13.535,14.060,80.321,82.028,89.758,90.915,13.673,14.142,17.697,17.881
685,7.851,8.794,9.889,11.160,12.660,14.430,16.520,8.436,9.448,10.580,11.850,13.270,14.870,16.660,75.627,78.774,81.922,85.070,88.217,91.365,94.512,77.608,80.572,83.537,86.501,89.466,92.430,95.394,12.163,13.127,14.217,15.457,16.877,18.514,20.416,12.712,13.627,14.654,15.812,17.127,18.630,20.360,NULL,9.341,10.014,13.545,14.070,80.348,82.055,89.791,90.948,13.672,14.140,17.695,17.878
686,7.855,8.799,9.895,11.170,12.670,14.430,16.530,8.441,9.453,10.580,11.850,13.280,14.880,16.670,75.651,78.801,81.950,85.100,88.249,91.399,94.548,77.629,80.596,83.563,86.531,89.498,92.465,95.432,12.162,13.126,14.216,15.456,16.875,18.512,20.414,12.711,13.625,14.652,15.810,17.125,18.628,20.357,NULL,9.347,10.017,13.550,14.080,80.376,82.079,89.824,90.981,13.671,14.139,17.694,17.877
687,7.860,8.805,9.901,11.180,12.670,14.440,16.540,8.445,9.458,10.590,11.860,13.290,14.890,16.680,75.678,78.828,81.979,85.130,88.280,91.431,94.582,77.653,80.622,83.591,86.560,89.529,92.498,95.467,12.162,13.125,14.215,15.454,16.874,18.510,20.412,12.710,13.624,14.650,15.808,17.123,18.625,20.354,NULL,9.353,10.024,13.555,14.090,80.403,82.106,89.856,91.013,13.670,14.137,17.692,17.874
688,7.865,8.810,9.907,11.180,12.680,14.450,16.550,8.450,9.463,10.590,11.870,13.290,14.890,16.690,75.702,78.854,82.007,85.160,88.312,91.465,94.618,77.677,80.647,83.618,86.589,89.560,92.531,95.502,12.161,13.124,14.214,15.453,16.872,18.509,20.411,12.709,13.623,14.649,15.807,17.121,18.623,20.352,NULL,9.358,10.027,13.565,14.090,80.430,82.132,89.888,91.046,13.669,14.136,17.691,17.872
689,7.869,8.815,9.913,11.190,12.690,14.460,16.570,8.454,9.468,10.600,11.870,13.300,14.900,16.700,75.726,78.881,82.035,85.190,88.344,91.499,94.653,77.700,80.673,83.646,86.618,89.591,92.564,95.537,12.160,13.123,14.213,15.452,16.871,18.507,20.409,12.708,13.622,14.647,15.805,17.119,18.621,20.350,NULL,9.364,10.034,13.575,14.100,80.458,82.159,89.921,91.078,13.668,14.134,17.689,17.870
690,7.874,8.821,9.919,11.200,12.700,14.470,16.580,8.458,9.473,10.610,11.880,13.310,14.910,16.710,75.750,78.907,82.063,85.220,88.376,91.533,94.689,77.724,80.698,83.673,86.648,89.622,92.597,95.572,12.160,13.123,14.212,15.451,16.869,18.505,20.407,12.706,13.620,14.646,15.803,17.117,18.619,20.348,NULL,9.370,10.041,13.585,14.110,80.485,82.186,89.954,91.109,13.668,14.133,17.687,17.868
691,7.879,8.826,9.925,11.200,12.710,14.480,16.590,8.462,9.478,10.610,11.890,13.320,14.920,16.720,75.777,78.934,82.092,85.250,88.407,91.565,94.723,77.747,80.724,83.700,86.677,89.653,92.630,95.606,12.159,13.121,14.210,15.449,16.868,18.504,20.406,12.706,13.619,14.644,15.801,17.115,18.617,20.345,NULL,9.376,10.044,13.595,14.120,80.513,82.212,89.986,91.141,13.665,14.132,17.686,17.866
692,7.884,8.831,9.931,11.210,12.710,14.490,16.600,8.467,9.483,10.620,11.890,13.320,14.930,16.730,75.801,78.960,82.120,85.280,88.439,91.599,94.758,77.771,80.749,83.728,86.706,89.684,92.663,95.641,12.158,13.121,14.209,15.448,16.866,18.502,20.404,12.704,13.617,14.642,15.800,17.113,18.615,20.343,NULL,9.381,10.052,13.600,14.125,80.540,82.239,90.019,91.174,13.665,14.130,17.684,17.864
693,7.889,8.837,9.937,11.220,12.720,14.500,16.610,8.471,9.488,10.620,11.900,13.330,14.940,16.740,75.825,78.986,82.148,85.310,88.471,91.633,94.794,77.792,80.773,83.754,86.735,89.716,92.697,95.679,12.157,13.120,14.208,15.447,16.865,18.501,20.402,12.703,13.616,14.641,15.798,17.111,18.612,20.340,NULL,9.387,10.054,13.610,14.135,80.567,82.263,90.052,91.207,13.664,14.129,17.683,17.861
694,7.893,8.842,9.943,11.220,12.730,14.510,16.620,8.475,9.493,10.630,11.910,13.340,14.950,16.750,75.851,79.014,82.177,85.340,88.502,91.665,94.828,77.816,80.799,83.782,86.764,89.747,92.730,95.713,12.157,13.119,14.207,15.446,16.864,18.499,20.400,12.702,13.615,14.639,15.796,17.109,18.610,20.338,NULL,9.393,10.062,13.620,14.145,80.596,82.290,90.084,91.239,13.663,14.127,17.681,17.860
695,7.898,8.847,9.949,11.230,12.740,14.520,16.630,8.480,9.498,10.630,11.910,13.350,14.960,16.760,75.875,79.040,82.205,85.369,88.534,91.699,94.863,77.839,80.824,83.809,86.794,89.779,92.763,95.748,12.156,13.118,14.206,15.444,16.862,18.498,20.399,12.701,13.613,14.638,15.794,17.107,18.608,20.336,NULL,9.398,10.064,13.630,14.155,80.623,82.317,90.117,91.271,13.662,14.126,17.680,17.858
696,7.903,8.853,9.955,11.240,12.750,14.530,16.640,8.484,9.503,10.640,11.920,13.360,14.970,16.770,75.899,79.066,82.233,85.399,88.566,91.732,94.899,77.863,80.849,83.836,86.823,89.810,92.796,95.783,12.156,13.117,14.205,15.443,16.861,18.496,20.397,12.700,13.612,14.636,15.792,17.105,18.606,20.334,NULL,9.404,10.072,13.640,14.165,80.650,82.343,90.149,91.303,13.661,14.124,17.678,17.855
697,7.907,8.858,9.961,11.240,12.750,14.530,16.650,8.488,9.507,10.650,11.930,13.360,14.970,16.780,75.923,79.092,82.260,85.429,88.598,91.766,94.935,77.886,80.875,83.863,86.852,89.840,92.829,95.818,12.155,13.116,14.204,15.442,16.859,18.495,20.396,12.699,13.611,14.635,15.791,17.103,18.604,20.331,NULL,9.409,10.079,13.640,14.165,80.676,82.369,90.182,91.335,13.660,14.123,17.677,17.854
698,7.912,8.863,9.967,11.250,12.760,14.540,16.660,8.493,9.513,10.650,11.930,13.370,14.980,16.790,75.950,79.119,82.289,85.459,88.628,91.798,94.968,77.910,80.900,83.891,86.881,89.871,92.862,95.852,12.154,13.116,14.203,15.440,16.858,18.493,20.394,12.697,13.609,14.633,15.789,17.101,18.602,20.329,NULL,9.415,10.082,13.650,14.175,80.704,82.395,90.213,91.367,13.659,14.121,17.675,17.852
699,7.917,8.869,9.973,11.260,12.770,14.550,16.670,8.497,9.517,10.660,11.940,13.380,14.990,16.800,75.974,79.145,82.317,85.489,88.660,91.832,95.003,77.933,80.925,83.918,86.910,89.902,92.895,95.887,12.154,13.115,14.202,15.439,16.857,18.492,20.393,12.697,13.608,14.632,15.787,17.099,18.599,20.327,NULL,9.421,10.088,13.660,14.185,80.731,82.421,90.246,91.398,13.659,14.120,17.674,17.849
700,7.922,8.874,9.979,11.260,12.780,14.560,16.680,8.501,9.522,10.660,11.950,13.390,15.000,16.810,75.998,79.171,82.345,85.518,88.692,91.866,95.039,77.954,80.949,83.944,86.939,89.934,92.929,95.924,12.153,13.114,14.201,15.438,16.855,18.490,20.391,12.695,13.607,14.630,15.785,17.097,18.597,20.325,NULL,9.427,10.091,13.670,14.195,80.758,82.447,90.279,91.431,13.658,14.118,17.672,17.847
701,7.927,8.879,9.985,11.270,12.780,14.570,16.690,8.506,9.527,10.670,11.950,13.390,15.010,16.820,76.021,79.197,82.373,85.548,88.724,91.899,95.075,77.977,80.974,83.971,86.968,89.965,92.962,95.959,12.152,13.113,14.200,15.437,16.854,18.488,20.390,12.694,13.606,14.629,15.784,17.095,18.595,20.322,11,9.432,10.098,13.675,14.200,80.785,82.472,90.311,91.463,13.656,14.117,17.671,17.845
702,7.931,8.884,9.991,11.280,12.790,14.580,16.700,8.510,9.532,10.670,11.960,13.400,15.020,16.830,76.048,79.225,82.401,85.578,88.754,91.931,95.108,78.001,81.000,83.998,86.997,89.996,92.995,95.994,12.152,13.112,14.199,15.436,16.852,18.487,20.388,12.693,13.604,14.627,15.782,17.094,18.593,20.320,NULL,9.438,10.101,13.685,14.210,80.813,82.499,90.343,91.496,13.655,14.116,17.669,17.843
703,7.936,8.890,9.997,11.280,12.800,14.590,16.710,8.514,9.537,10.680,11.970,13.410,15.030,16.840,76.072,79.250,82.429,85.608,88.786,91.965,95.143,78.024,81.025,84.026,87.026,90.027,93.028,96.028,12.151,13.111,14.198,15.434,16.851,18.486,20.387,12.692,13.603,14.626,15.780,17.092,18.591,20.318,NULL,9.444,10.108,13.695,14.220,80.840,82.525,90.376,91.528,13.655,14.114,17.669,17.841
704,7.941,8.895,10.000,11.290,12.810,14.600,16.720,8.519,9.542,10.690,11.970,13.420,15.040,16.850,76.096,79.276,82.457,85.637,88.818,91.998,95.179,78.048,81.050,84.053,87.055,90.058,93.060,96.063,12.151,13.111,14.197,15.433,16.850,18.484,20.385,12.691,13.602,14.624,15.778,17.090,18.589,20.316,NULL,9.447,10.116,13.705,14.230,80.867,82.552,90.408,91.559,13.654,14.113,17.667,17.840
705,7.945,8.900,10.000,11.300,12.820,14.610,16.740,8.523,9.547,10.690,11.980,13.420,15.050,16.860,76.119,79.302,82.484,85.667,88.849,92.032,95.214,78.071,81.075,84.080,87.084,90.089,93.093,96.097,12.150,13.110,14.196,15.432,16.848,18.483,20.384,12.690,13.600,14.623,15.777,17.088,18.587,20.313,NULL,9.450,10.118,13.715,14.235,80.893,82.578,90.441,91.591,13.653,14.111,17.666,17.837
706,7.950,8.906,10.010,11.310,12.820,14.620,16.750,8.527,9.552,10.700,11.990,13.430,15.050,16.870,76.146,79.329,82.513,85.696,88.880,92.064,95.247,78.094,81.101,84.107,87.113,90.119,93.126,96.132,12.149,13.109,14.195,15.431,16.847,18.481,20.382,12.689,13.599,14.621,15.775,17.086,18.585,20.311,NULL,9.458,10.126,13.720,14.240,80.921,82.604,90.472,91.623,13.652,14.110,17.664,17.835
707,7.955,8.911,10.020,11.310,12.830,14.630,16.760,8.531,9.557,10.700,11.990,13.440,15.060,16.880,76.169,79.355,82.540,85.726,88.912,92.097,95.283,78.115,81.124,84.133,87.142,90.151,93.160,96.169,12.149,13.108,14.194,15.430,16.846,18.479,20.380,12.688,13.598,14.620,15.773,17.084,18.582,20.309,NULL,9.466,10.129,13.730,14.250,80.948,82.629,90.504,91.656,13.651,14.109,17.663,17.833
708,7.960,8.916,10.020,11.320,12.840,14.630,16.770,8.536,9.562,10.710,12.000,13.450,15.070,16.900,76.193,79.381,82.568,85.756,88.943,92.131,95.318,78.138,81.149,84.160,87.171,90.182,93.193,96.204,12.148,13.107,14.193,15.429,16.844,18.478,20.379,12.687,13.596,14.618,15.772,17.082,18.581,20.307,NULL,9.468,10.136,13.735,14.260,80.975,82.654,90.537,91.688,13.650,14.107,17.661,17.831
709,7.964,8.922,10.030,11.330,12.850,14.640,16.780,8.540,9.567,10.710,12.010,13.460,15.080,16.910,76.217,79.406,82.596,85.785,88.975,92.164,95.354,78.162,81.174,84.187,87.200,90.213,93.225,96.238,12.148,13.107,14.192,15.428,16.843,18.476,20.377,12.686,13.595,14.617,15.770,17.080,18.578,20.304,NULL,9.476,10.139,13.745,14.270,81.001,82.680,90.570,91.719,13.649,14.106,17.660,17.829
710,7.969,8.927,10.030,11.330,12.860,14.650,16.790,8.544,9.572,10.720,12.010,13.460,15.090,16.920,76.243,79.434,82.624,85.815,89.005,92.196,95.386,78.185,81.199,84.214,87.229,90.243,93.258,96.273,12.147,13.106,14.191,15.426,16.842,18.475,20.376,12.685,13.594,14.615,15.768,17.078,18.576,20.302,NULL,9.479,10.146,13.755,14.275,81.029,82.707,90.600,91.751,13.649,14.104,17.659,17.827
711,7.974,8.932,10.040,11.340,12.860,14.660,16.800,8.549,9.577,10.730,12.020,13.470,15.100,16.930,76.267,79.459,82.652,85.844,89.037,92.229,95.422,78.208,81.225,84.241,87.258,90.274,93.290,96.307,12.147,13.105,14.190,15.425,16.840,18.474,20.374,12.684,13.593,14.614,15.766,17.076,18.574,20.300,NULL,9.486,10.153,13.760,14.285,81.055,82.733,90.633,91.782,13.648,14.104,17.657,17.825
712,7.978,8.938,10.050,11.350,12.870,14.670,16.810,8.553,9.582,10.730,12.030,13.480,15.110,16.940,76.290,79.485,82.679,85.874,89.068,92.263,95.457,78.231,81.250,84.268,87.286,90.305,93.323,96.341,12.146,13.104,14.189,15.424,16.839,18.472,20.373,12.683,13.591,14.612,15.765,17.074,18.572,20.298,NULL,9.494,10.156,13.770,14.295,81.082,82.759,90.665,91.814,13.646,14.101,17.655,17.823
713,7.983,8.943,10.050,11.350,12.880,14.680,16.820,8.557,9.587,10.740,12.030,13.490,15.120,16.950,76.314,79.510,82.707,85.903,89.100,92.296,95.493,78.254,81.275,84.295,87.315,90.335,93.356,96.376,12.145,13.104,14.188,15.423,16.838,18.471,20.371,12.682,13.590,14.611,15.763,17.072,18.570,20.296,NULL,9.496,10.164,13.780,14.305,81.109,82.785,90.698,91.846,13.646,14.101,17.654,17.821
714,7.988,8.948,10.060,11.360,12.890,14.690,16.830,8.561,9.591,10.740,12.040,13.490,15.130,16.960,76.340,79.537,82.735,85.933,89.130,92.328,95.525,78.275,81.298,84.321,87.344,90.367,93.390,96.413,12.145,13.103,14.187,15.422,16.837,18.470,20.370,12.680,13.589,14.609,15.762,17.071,18.568,20.294,NULL,9.504,10.165,13.790,14.310,81.136,82.809,90.729,91.879,13.645,14.099,17.654,17.820
715,7.993,8.954,10.060,11.370,12.890,14.700,16.840,8.566,9.596,10.750,12.050,13.500,15.130,16.970,76.364,79.563,82.763,85.962,89.162,92.361,95.561,78.298,81.323,84.348,87.373,90.398,93.422,96.447,12.144,13.102,14.187,15.421,16.835,18.468,20.368,12.680,13.588,14.608,15.760,17.069,18.566,20.291,NULL,9.507,10.173,13.795,14.315,81.163,82.835,90.761,91.910,13.645,14.098,17.651,17.817
716,7.997,8.959,10.070,11.370,12.900,14.710,16.850,8.570,9.601,10.750,12.050,13.510,15.140,16.980,76.387,79.589,82.790,85.992,89.193,92.394,95.596,78.321,81.348,84.375,87.401,90.428,93.455,96.482,12.144,13.101,14.186,15.420,16.834,18.467,20.367,12.678,13.586,14.606,15.758,17.067,18.564,20.289,NULL,9.514,10.175,13.805,14.325,81.189,82.862,90.793,91.942,13.643,14.096,17.651,17.816
717,8.002,8.964,10.080,11.380,12.910,14.720,16.860,8.574,9.606,10.760,12.060,13.520,15.150,16.990,76.411,79.614,82.817,86.021,89.224,92.428,95.631,78.344,81.373,84.402,87.430,90.459,93.487,96.516,12.143,13.101,14.185,15.419,16.833,18.465,20.365,12.678,13.585,14.605,15.757,17.065,18.562,20.287,NULL,9.522,10.183,13.815,14.335,81.216,82.888,90.826,91.973,13.643,14.095,17.649,17.814
718,8.007,8.969,10.080,11.390,12.920,14.730,16.870,8.578,9.611,10.760,12.060,13.520,15.160,17.000,76.437,79.641,82.846,86.050,89.255,92.459,95.664,78.368,81.398,84.428,87.459,90.489,93.520,96.550,12.143,13.100,14.184,15.418,16.832,18.464,20.364,12.676,13.584,14.603,15.755,17.063,18.560,20.285,NULL,9.524,10.185,13.825,14.340,81.243,82.913,90.857,92.004,13.642,14.094,17.648,17.811
719,8.011,8.975,10.090,11.390,12.930,14.740,16.890,8.583,9.616,10.770,12.070,13.530,15.170,17.010,76.460,79.667,82.873,86.080,89.286,92.492,95.699,78.391,81.423,84.455,87.488,90.520,93.552,96.585,12.142,13.099,14.183,15.416,16.830,18.463,20.363,12.676,13.583,14.602,15.753,17.061,18.558,20.283,NULL,9.533,10.193,13.835,14.350,81.270,82.939,90.889,92.036,13.641,14.092,17.646,17.809
720,8.016,8.980,10.090,11.400,12.930,14.740,16.900,8.587,9.621,10.780,12.080,13.540,15.180,17.020,76.484,79.692,82.900,86.109,89.317,92.526,95.734,78.414,81.448,84.482,87.516,90.550,93.585,96.619,12.142,13.099,14.182,15.415,16.829,18.462,20.362,12.674,13.582,14.601,15.752,17.060,18.556,20.281,NULL,9.535,10.200,13.835,14.360,81.296,82.965,90.921,92.067,13.640,14.091,17.645,17.808
721,8.021,8.985,10.100,11.410,12.940,14.750,16.910,8.591,9.626,10.780,12.080,13.550,15.190,17.030,76.507,79.717,82.928,86.138,89.348,92.559,95.769,78.434,81.471,84.508,87.545,90.582,93.619,96.656,12.141,13.098,14.181,15.414,16.828,18.460,20.360,12.673,13.580,14.599,15.750,17.058,18.554,20.278,NULL,9.543,10.203,13.845,14.370,81.323,82.990,90.954,92.100,13.639,14.089,17.644,17.806
722,8.026,8.991,10.110,11.410,12.950,14.760,16.920,8.596,9.631,10.790,12.090,13.550,15.200,17.040,76.533,79.744,82.956,86.167,89.379,92.590,95.802,78.457,81.496,84.535,87.574,90.612,93.651,96.690,12.140,13.097,14.180,15.413,16.827,18.459,20.359,12.672,13.579,14.598,15.748,17.056,18.552,20.277,NULL,9.550,10.210,13.855,14.375,81.350,83.016,90.984,92.132,13.639,14.088,17.643,17.804
723,8.031,8.996,10.110,11.420,12.960,14.770,16.930,8.600,9.636,10.790,12.100,13.560,15.210,17.050,76.556,79.770,82.983,86.197,89.410,92.624,95.837,78.480,81.521,84.561,87.602,90.643,93.683,96.724,12.140,13.097,14.179,15.412,16.825,18.457,20.357,12.671,13.578,14.596,15.747,17.054,18.550,20.274,NULL,9.553,10.213,13.865,14.385,81.376,83.041,91.017,92.163,13.638,14.087,17.641,17.802
724,8.035,9.001,10.120,11.430,12.970,14.780,16.940,8.604,9.641,10.800,12.100,13.570,15.210,17.060,76.580,79.795,83.011,86.226,89.441,92.657,95.872,78.503,81.546,84.588,87.631,90.673,93.716,96.758,12.139,13.096,14.178,15.411,16.824,18.456,20.356,12.670,13.577,14.595,15.745,17.052,18.548,20.272,NULL,9.560,10.220,13.875,14.390,81.403,83.067,91.049,92.195,13.637,14.086,17.640,17.800
725,8.040,9.007,10.120,11.440,12.970,14.790,16.950,8.608,9.645,10.800,12.110,13.580,15.220,17.070,76.606,79.822,83.039,86.255,89.472,92.688,95.904,78.526,81.570,84.615,87.659,90.704,93.748,96.793,12.139,13.095,14.178,15.410,16.823,18.455,20.355,12.669,13.576,14.594,15.744,17.051,18.546,20.270,NULL,9.563,10.223,13.880,14.400,81.430,83.093,91.080,92.226,13.636,14.085,17.639,17.799
726,8.045,9.012,10.130,11.440,12.980,14.800,16.960,8.613,9.650,10.810,12.120,13.580,15.230,17.080,76.629,79.847,83.066,86.284,89.503,92.721,95.940,78.549,81.595,84.642,87.688,90.734,93.780,96.827,12.138,13.095,14.177,15.409,16.822,18.454,20.354,12.668,13.574,14.592,15.742,17.049,18.544,20.268,NULL,9.571,10.230,13.890,14.405,81.457,83.118,91.112,92.257,13.636,14.083,17.638,17.797
727,8.049,9.017,10.140,11.450,12.990,14.810,16.970,8.617,9.655,10.820,12.120,13.590,15.240,17.090,76.652,79.873,83.093,86.313,89.534,92.754,95.974,78.572,81.620,84.668,87.716,90.765,93.813,96.861,12.138,13.094,14.176,15.408,16.821,18.452,20.352,12.668,13.573,14.591,15.740,17.047,18.542,20.266,NULL,9.579,10.238,13.900,14.415,81.483,83.144,91.144,92.289,13.635,14.082,17.637,17.794
728,8.054,9.023,10.140,11.460,13.000,14.820,16.980,8.621,9.660,10.820,12.130,13.600,15.250,17.100,76.676,79.898,83.120,86.343,89.565,92.787,96.010,78.592,81.643,84.694,87.745,90.796,93.847,96.898,12.138,13.093,14.175,15.407,16.820,18.451,20.351,12.666,13.572,14.589,15.739,17.045,18.540,20.264,NULL,9.582,10.240,13.910,14.425,81.509,83.168,91.176,92.322,13.634,14.081,17.636,17.793
729,8.059,9.028,10.150,11.460,13.010,14.830,16.990,8.626,9.665,10.830,12.140,13.610,15.260,17.110,76.702,79.925,83.148,86.372,89.595,92.818,96.042,78.615,81.668,84.721,87.773,90.826,93.879,96.932,12.137,13.093,14.174,15.406,16.819,18.450,20.350,12.666,13.571,14.588,15.737,17.043,18.538,20.262,NULL,9.589,10.248,13.920,14.435,81.537,83.195,91.207,92.353,13.633,14.079,17.634,17.791
730,8.064,9.033,10.150,11.470,13.010,14.840,17.000,8.630,9.670,10.830,12.140,13.620,15.270,17.120,76.725,79.950,83.175,86.401,89.626,92.851,96.077,78.638,81.693,84.747,87.802,90.856,93.911,96.966,12.137,13.092,14.173,15.405,16.817,18.449,20.349,12.664,13.570,14.587,15.736,17.042,18.536,20.260,NULL,9.591,10.250,13.925,14.445,81.562,83.220,91.239,92.383,13.633,14.079,17.633,17.789
731,8.068,9.039,10.160,11.480,13.020,14.850,17.010,8.634,9.675,10.840,12.150,13.620,15.280,17.130,76.049,79.276,82.503,85.730,88.957,92.184,95.411,77.961,81.017,84.074,87.130,90.187,93.243,96.300,12.379,13.349,14.445,15.688,17.108,18.740,20.631,12.879,13.806,14.846,16.019,17.349,18.868,20.615,"2 años",9.600,10.258,13.935,14.450,80.889,82.546,90.570,91.715,13.897,14.326,17.924,18.108
732,8.073,9.044,10.170,11.480,13.030,14.850,17.030,8.638,9.680,10.840,12.160,13.630,15.290,17.140,76.072,79.301,82.530,85.759,88.988,92.217,95.445,77.984,81.042,84.100,87.159,90.217,93.275,96.334,12.378,13.348,14.444,15.687,17.107,18.739,20.629,12.878,13.805,14.845,16.018,17.348,18.867,20.612,NULL,9.607,10.260,13.940,14.460,80.915,82.571,90.603,91.746,13.896,14.325,17.923,18.108
733,8.078,9.049,10.170,11.490,13.040,14.860,17.040,8.643,9.685,10.850,12.160,13.640,15.290,17.160,76.096,79.326,82.557,85.788,89.019,92.250,95.480,78.006,81.067,84.127,87.187,90.247,93.308,96.368,12.377,13.348,14.443,15.686,17.106,18.738,20.628,12.877,13.804,14.844,16.016,17.346,18.865,20.610,NULL,9.610,10.268,13.950,14.465,80.942,82.597,90.635,91.778,13.896,14.324,17.922,18.105
734,8.082,9.055,10.180,11.500,13.040,14.870,17.050,8.647,9.690,10.860,12.170,13.650,15.300,17.170,76.119,79.352,82.584,85.817,89.050,92.282,95.515,78.029,81.091,84.153,87.216,90.278,93.340,96.402,12.376,13.347,14.442,15.685,17.105,18.737,20.627,12.875,13.802,14.842,16.015,17.345,18.863,20.608,NULL,9.617,10.275,13.955,14.475,80.968,82.622,90.666,91.809,13.895,14.322,17.921,18.104
735,8.087,9.060,10.180,11.500,13.050,14.880,17.060,8.651,9.694,10.860,12.180,13.650,15.310,17.180,76.145,79.378,82.612,85.846,89.080,92.314,95.547,78.049,81.114,84.179,87.244,90.309,93.374,96.439,12.376,13.346,14.441,15.684,17.104,18.735,20.625,12.873,13.801,14.841,16.014,17.344,18.861,20.606,NULL,9.620,10.277,13.965,14.480,80.995,82.647,90.697,91.841,13.893,14.321,17.919,18.102
